Index,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare,Company
1988,FY,7.590337095708622,0.1301123598429491,,,1.9334831504123218,4.346966301903295,4.346966301903295,4.346966301903295,1.2957303399904052,639883021.4753939,545283021.4753939,33.15456069820694,0.5683302437831014,0,0,0.992374412958117,0.992374412958117,0.48430857223145385,3.1610609940602545,0,0,0.030161762935199492,,0.676954094292804,0.40368075464718395,-0.5484057971014493,2.149887302779865,0,0,,,0,0,0,0,,0,,3.5673331752465094,0.038645564961354434,0.017848885600665866,0.14224719133089256,306100000,644800000,135800000,0.2980769230769231,,,,54.26858513189448,0,64.93512875958325,6.725806451612903,0,5.620994475138121,0.029931761786600498,,AMD
1987,FY,5.46986442672718,-0.8299999976631909,,,,,,,,1147597038.865235,,-11.966601030920074,1.8158180994703086,0,0,0,0,,,0,0,-0.08356591795917116,,0,0,,0,0,0,,,0,0,0,0,,0,,,0,0,,,,,0,,,,,,,0,0,0,0,,AMD
1986,FY,5.194344258037423,-0.3299999997295082,,,0.13885245890257994,3.5091803249924753,3.5091803249924753,3.5091803249924753,1.4642622938817522,1580021664.0981905,1727021664.0981905,-43.16999082235493,2.7426170180492804,0,0,4.05966511844345,4.05966511844345,2.9977810520711516,61.4598456974445,0,0,-0.02316423934661031,,0.8794964028776978,0.46794258373205744,5.2313167259786475,1.7071629213483146,0,0,,,0,0,0,0,,0,,5.104474888929519,-0.13206586318112376,-0.05003417634996583,-2.018770490148549,100700000,389200000,-99200000,0.4172661870503597,,,,69.05919111265406,0,66.01063829787235,5.2853211009174315,0,5.529411764705882,-0.09403905447070915,,AMD
2023,FY,10.845999195818255,1.7563329312424607,2.268194611982308,1.5311620426216326,0,8.886610373944512,6.454764776839566,8.886610373944512,4.872135102533172,476558940000,488413940000,109.10232142857144,17.667344109142135,84.48128700585002,125.14678046218488,21.562777249898193,21.562777249898193,18.10684140283236,76.78257192265367,86.58286474029427,128.25996323529412,0.009165707813602236,0.007990617068268617,0.8633545993393964,0.46333349521635664,1.8637006759943404,3.515617857687033,16.12213740458015,1.291437728937729,0.0008351537797192516,0.09111721611721611,0,0.2720768147104619,0.14686027876256616,-0.324942386101755,-0.067954326388374,-1.1871761658031088,0.10043004374582931,18.739705041830074,0.12201392299026546,0.12432401662207548,-5.481001206272618,16510000000,16053000000,3992000000,0.5364010678249853,4238500000,1488000000,3882000000,51.78523763624231,37.480203133069374,162.079101394388,7.04834073686961,9.738474434199498,2.251986819150998,0.19763811592235644,-0.7370325693606755,NVDA
2022,FY,10.782852564102564,3.907051282051282,3.6490384615384617,3.2580128205128207,8.496794871794872,10.661858974358974,7.982371794871795,10.661858974358974,4.776842948717949,611170560000,620867560000,62.671304347826094,22.708276733298653,67.10260869565218,75.15624200688637,22.965976251315197,22.965976251315197,23.068572490153823,54.69716853140692,68.16727711901625,76.34869158878504,0.015956265956265956,0.01330561472070906,0.6604163535247257,0.3977414171588929,0.8542859659941855,6.650288350634371,42.54661016949152,0.9339622641509434,0.000652845582090865,0.040914684167350286,0,0.19573456193802483,0.15135673388100573,-0.10715854194115064,-0.036263654603552055,-0.8313458262350937,0.07445938916549008,30.614860279502043,0.2519572417946402,0.2600602682738206,3.374599358974359,24494000000,19924000000,11254000000,0.4391627837065985,3539500000,1492000000,2215500000,63.06197518020361,68.94745206059964,100.73365822650705,5.787956989247312,5.29388670779585,3.62341650671785,0.3664512250112731,-0.391025641025641,NVDA
2021,FY,6.756482982171799,1.7552674230145866,2.358995137763371,1.9019448946515398,4.684359805510534,6.844813614262561,4.036871961102107,6.844813614262561,3.201782820097245,326689160000,333560160000,75.41301015697138,19.591553823088457,56.112875300583994,69.59717937792927,19.338729651334873,19.338729651334873,20.00360779610195,58.611871375856616,57.293053933356234,71.06096293140179,0.013260311422637958,0.014368398388241593,0.7043153969099627,0.4132541419193498,1.207344930592163,4.090445859872611,24.630434782608695,1.3439519852262234,0.0012091004182691583,0.09118190212373038,0,0.2353223388305847,0.24070021881838075,-0.19374785297148747,-0.06764617691154423,-1.0273224043715847,0.08377811094452774,16.44158638814213,0.18225689696774713,0.19816110882393304,0.971535656401945,12130000000,9963000000,4157000000,0.4568756289587403,2043000000,944000000,1402500000,53.16851574212893,69.81446090141743,106.14588310240485,6.864965006175381,5.228143213988343,3.4386637458926614,0.2564375776949032,-0.45705024311183146,NVDA
2020,FY,4.481937602627258,1.1477832512315271,1.9544334975369457,1.7536945812807883,4.473316912972085,5.009852216748769,4.736042692939245,5.009852216748769,1.1063218390804597,146281800000,138028800000,52.31824034334763,13.39822311778714,30.72501575299307,34.24199438202247,11.98638151425762,11.98638151425762,12.642315442388716,40.56091683808404,28.991556395715186,32.31011235955056,0.01911379269328105,0.029203906432652593,0.4187971156997706,0.29517759168351143,-2.425213047311196,7.673766816143497,54.73076923076923,1.7027896995708154,0.002666086963655082,0.13948497854077252,0,0.2591133907309031,0.03852151313889691,-0.10270951480781348,-0.04478842278805642,-1.2834645669291338,0.0773035354460524,11.374535176191198,0.18324641040499645,0.167948101874099,3.0863095238095237,11906000000,11537000000,8579000000,0.2165683382497542,1540500000,599000000,1277000000,55.39521890456127,60.42289156626506,86.10481927710843,6.589016294508148,6.04075691411936,4.239019407558733,0.22910521140609635,-0.20073891625615764,NVDA
2019,FY,4.817434210526316,1.7027138157894737,1.5390625,1.2923519736842106,3.051809210526316,3.841282894736842,3.5686677631578947,3.841282894736842,0.8412828947368421,83910080000,85116080000,20.2632407631007,7.162007511095937,22.417868020304567,26.697448297804645,8.982025262256476,8.982025262256476,7.264943666780471,20.188823529411764,22.740069462997596,27.081158129175947,0.049350447526685715,0.03745676323988727,0.4228216655962321,0.29717123081552815,0.2860531309297913,7.943566591422122,65.58620689655173,0.9038879497705868,0.004421399669741705,0.08959188601787008,0,0.20279959030385797,0.04987962684321396,-0.16029922522041143,-0.05121201775349949,-2.2900763358778624,0.04754182314783202,12.131101464522692,0.3179804396890412,0.32789611212289177,2.1905838815789473,9228000000,8679000000,6607000000,0.21280239777349605,1344500000,553500000,1185500000,44.36326391259816,41.03740374037404,126.48514851485149,8.22752808988764,8.894324853228962,2.8857142857142857,0.44326696638835367,-0.24671052631578946,NVDA
2018,FY,4.054257095158597,1.271702838063439,1.4616026711185308,1.2141068447412353,2.96661101836394,3.1181135225375627,2.8384808013355594,3.1181135225375627,0.8601836393989983,147863150000,145861150000,48.52745323268789,15.221654313362158,42.22248715019989,50.82954623581987,19.791614241734706,19.791614241734706,15.015560016471072,42.20519386574074,41.6508138206739,50.14133722928842,0.020606892251382444,0.019673596835993283,0.5046178557087405,0.3353794146428254,-0.5792824074074074,8.026886383347788,52.622950819672134,1.14932720708894,0.0023061864974471325,0.11191335740072202,0,0.18499073502161828,0.059603238146072414,-0.16933181039406053,-0.06104591311509162,-2.979899497487437,0.04025118385834878,9.44561066635385,0.31819984139571766,0.2882414151925078,1.955237896494157,8102000000,6801000000,5485000000,0.26770178021683844,1045500000,540500000,795000000,47.5319127033148,55.894141829393625,74.65056526207606,7.67905138339921,6.530201342281879,4.889447236180905,0.4078436621603534,-0.2474958263772955,NVDA
2017,FY,3.1931608133086877,0.7698706099815157,0.7726432532347505,0.6913123844731978,3.141404805914972,2.662661737523105,2.3290203327171906,2.662661737523105,1.3280961182994455,59520820000,60570820000,35.726782713085235,8.613722141823445,35.598576555023925,39.78664438502674,10.329888927455745,10.329888927455745,8.765675832127352,28.17247441860465,36.22656698564593,40.48851604278075,0.0279902057800951,0.02513406233314662,0.707913918778202,0.41449039731734577,0.4883720930232558,4.692688290269379,33.3448275862069,1.0036014405762306,0.0043850202332561955,0.1566626650660264,0,0.2117221418234443,0.07336652779189107,-0.10526315789473684,-0.025470332850940667,-0.9411764705882353,0.035745296671490595,6.791381513427919,0.24108701072051858,0.1826954709946266,1.7262014787430684,6717000000,5040000000,4457000000,0.4887191947240542,665500000,390500000,606000000,43.63096960926194,62.17948717948718,101.7948717948718,8.365617433414043,5.870103092783505,3.5856423173803527,0.28913571676501215,-0.08133086876155268,NVDA
2016,FY,2.3066298342541436,0.2826887661141805,0.5409760589318601,0.5013812154696132,2.319060773480663,2.057550644567219,1.6965930018416207,2.057550644567219,0.7168508287292817,15909900000,16823900000,25.911889250814333,3.17562874251497,13.540340425531914,14.609641873278237,3.560058178563437,3.560058178563437,3.358063872255489,17.045491388044578,14.318212765957448,15.448943985307622,0.03859232301900075,0.06844794750438406,0.6491385097337212,0.39362279511533244,0.9260385005065856,2.4827727645611155,15.893617021276595,1.9136807817589576,0.013387890558708728,0.3469055374592834,0,0.2656686626746507,0.10637720488466756,-0.07319148936170213,-0.01716566866267465,-0.4365482233502538,0.0407185628742515,3.6176021327570336,0.15145985401459855,0.09322805952019435,1.2540285451197053,3615000000,3685000000,3152000000,0.3378831953457149,489318500,294611500,450446500,36.79141716566866,49.13142337426103,69.38153706230105,9.92079207920792,7.429054054054054,5.260765550239235,0.13739091519355562,-0.03959484346224678,NVDA
2015,FY,2.119023155096964,0.28542699056161386,0.40993338994313067,0.3545392246147607,2.0926941676820823,1.9997419969256898,1.6195753722033825,1.9997419969256898,0.6538617175943612,11385945721.199999,12287719721.199999,18.05610601106588,2.432111224270304,12.572042498697076,14.536332349685614,2.5771824604989333,2.5771824604989333,2.624735949599135,12.033877117287927,13.567756102979496,15.68761893485685,0.05538292693824124,0.06879314368604317,0.6300129787762829,0.38650795237793706,0.8831449406225088,6.376234054663349,16.452192573645764,1.436211022428309,0.01637562698483945,0.29568005683593224,0,0.29044600381885577,0.11662964592283022,-0.13512967396009082,-0.026141368580672848,-0.5559613855763771,0.033715852608999626,3.5836514411768428,0.1203724526742262,0.09912591026452199,1.102907581488234,4817267000,3578089000,2929911000,0.3165309410495561,449997000,308807000,435329000,36.92774677043098,51.404828460685,84.65581427741195,9.884166566378893,7.10050030181807,4.311576270519556,0.14273190791632923,-0.05539416532837002,NVDA
2014,FY,1.7563408647491976,0.1871046261819753,0.35514370812375723,0.24662651196731378,1.986675296354949,1.8950718923341492,1.4956833131199045,1.8950718923341492,0.5886777015545346,9088825780,9311113780,20.65689170208414,2.20059788938061,10.882918411870499,15.671470066901165,2.039500462032341,2.039500462032341,2.25441853854643,12.253964663845917,11.149085046207489,16.05475167252914,0.048409993837509775,0.06381022301870991,0.6270750502984698,0.38540020030633465,0.29254387407958204,5.948952718996167,47.51766733697213,1.8981022295961272,0.019951532176910095,0.41213663946907886,0,0.32343380235448393,0.1295276141121357,-0.3055585490441192,-0.06178595415869886,-1.067063073912389,0.03299991622604634,2.824531138980568,0.07869875938045465,0.06971018756744415,1.0167514539210367,4679215000,3517207000,2830215000,0.308292706351632,440304500,340409500,403725500,37.678983294117764,63.57537509416618,75.99565130780246,9.68709790152384,5.741216618216905,4.802906399494539,0.09873220479858397,-0.10851719615644344,NVDA
2013,FY,1.7277543741240449,0.2270766190233222,0.3326901589474976,0.25869456052082596,1.5048193675685102,1.9487792334868341,1.5639394727154123,1.9487792334868341,0.0089985209680232,7809675640,7095887640,13.882979293769642,1.8246227862095776,9.475783744169906,12.186185877480835,1.6176793891422068,1.6176793891422068,1.657856084318363,7.958885514060621,8.609716952286659,11.072394006207254,0.07203064838170412,0.08206013022072195,0.32821861659675416,0.2471118929485695,-0.8005984961326562,4.891564734696888,196.79386763812994,1.4651009002090534,0.006001017476316085,0.08331200136524596,0,0.26804658425072525,0.14867834900257243,-0.22241595201001732,-0.04282761458160783,-0.810259243706765,0.03192918767737367,3.155431743861474,0.1192487815538642,0.1030496531982825,1.0874247566701758,3799035000,3874341000,3190716000,0.003935204796152539,395197500,345750000,379991500,38.737341299704056,63.34365882824947,74.58574185808271,9.422432922694892,5.762218456462455,4.8936967161163345,0.1165224952736322,-0.07399559842667167,NVDA
2012,FY,1.6557427697690368,0.24065843225996694,0.37652697110558175,0.3190698687641432,1.2961139475785477,1.7169516570970402,1.3163998436169544,1.7169516570970402,0.010158271569761086,8933960800,8287523800,15.374487256707223,2.234646629630834,9.82665329162432,11.596206230100165,2.1549820489738343,2.1549820489738343,2.072953703541583,9.518340396696873,9.115623501357303,10.757136422812982,0.0650428195297208,0.08623509966598465,0.33943504198542884,0.25341657590373945,-0.7424422010129897,4.199499332227907,209.873421819359,1.5645700321809015,0,0,0,0.250781029182602,0.1741722565104392,-0.1525975740137006,-0.03470170813395932,-0.679390808256409,0.03410614993259012,3.0490941468607256,0.1402343082477282,0.12671612700353835,0.8881976149928932,2975400000,3178558000,2498154000,0.00517135245858142,342456500,310605000,342911000,30.688930271415455,62.99601372814543,63.97835236500425,11.893539356761854,5.794017405214402,5.705054702216006,0.14016610850119304,-0.057457102341438526,NVDA
2011,FY,1.540095049002307,0.11002960827710427,0.29373436350897203,0.25118659125799536,1.0825202502881721,1.382818680162802,1.0965637534185129,1.382818680162802,0.011525147910990878,13758233840.000002,13116261840.000002,54.349007450246106,3.8828772314240734,20.35853050546244,23.80700327215279,4.32450044665,4.32450044665,3.701698564816109,28.434182425181834,19.408582518123048,22.696146334963935,0.018399600046338505,0.04200444669866143,0.4129497696342122,0.2922607572533294,-1.391703610566136,3.42315860491661,81.7866965142309,2.669593831227829,0,0,0,0.23955855952726673,0.14650788855604344,-0.14485119052023018,-0.02762671841490539,-0.5235067303424266,0.028321831372877724,1.8502425376617377,0.07198941384307221,0.06598087866598447,0.7002709600696829,2284268000,2522873000,1913166000,0.007351651536306264,361866500,315332500,338099500,35.92716582155268,48.93610730670095,59.0926352918796,10.159443186053846,7.4587052401288885,6.176742638014615,0.07956907861857222,-0.042547772250976654,NVDA
2010,FY,1.513192490911142,-0.030927136291018134,0.22190232798494836,0.1866018043066084,0.7861666490772853,1.2123663055384717,0.9893290075585818,1.2123663055384717,0.012632511727265119,9106441180,8683670180,-133.94385956138674,2.737589582873007,18.668123212664025,22.19967816170412,3.416871601491854,3.416871601491854,2.6104956432467694,73.7842652731753,17.80144643270802,21.16904721042598,-0.0074658144335589946,0.04504569808246431,0.34548954276323196,0.2567760891353344,-3.5922423315489844,3.1627990586171464,-29.802710843373493,-7.175004044890935,0,0,0,0.2732199089418283,0.1367298415635829,-0.15908135799609271,-0.02332850836253117,-0.39458670626042386,0.0729986517137665,0.9184976343113765,-0.03531807505871771,-0.021962349335318074,0.5704455860357295,1696452000,2174838000,1560052000,0.00917400211621153,346699000,281695500,434254000,41.143471483821315,58.50247403841412,56.15016268733235,8.871395311004019,6.239052381961356,6.50042640183383,-0.025509729320035722,-0.035300523678339954,NVDA
2009,FY,1.562076511604996,-0.013701685378909229,0.11373297380529294,-0.07220511342282614,0.5725827638170785,1.0921996037407458,0.856421242561017,1.0921996037407458,0.011691654838486042,4357601700,3965547700,-145.0551479644486,1.2723448468973466,17.475143166506257,-27.525751373886678,1.81972232290955,1.81972232290955,1.1578718131169778,27.912828977468696,15.902902229708053,-25.049255890341733,-0.00689392975039458,-0.036329616816516294,0.3992542548979977,0.2853336007379891,-2.759602728251765,2.7844632162457565,0,-8.300655770447056,0,0,0,0.24990196676709903,0.15427845957011718,-1.6348652550529355,-0.11903263754799832,-2.2033476919085735,0,0.5802688559470197,-0.027486882497659532,-0.010601027178519731,0.36809887233957156,1389367000,1877707000,1211883000,0.010704686944073711,492464500,355481500,448177500,33.93680586558454,35.49529678884204,87.22575413558222,10.755284437954371,10.283052489217049,4.1845439299114595,-0.01254503785936328,-0.18593808722811908,NVDA
2008,FY,1.862297948766424,0.3624947283078959,0.5772484675736401,0.49192658532506345,0.8223285245806278,1.1897263810015488,0.9802297912409926,1.1897263810015488,0,13527155720,12800186720,16.958867315660473,3.301029249413108,10.649660146937952,12.496783429457777,5.167154480364504,5.167154480364504,3.1236271419716632,12.37291291819594,10.07733193932275,11.825188133227277,0.05896620224609938,0.08002059135015266,0.4315496471997531,0.3014562911205386,-0.702702572078416,2.9869163458824333,0,1.592432723830777,0,0,0,0.16878004617044018,0.12300519442608489,-0.1478078973638714,-0.04581537680643067,-1.4095816565559494,0,3.1150545224670765,0.30078870423051884,0.24268960120339989,0.6175378289354091,1921668000,2156929000,1759070000,0,592587000,382087000,356600500,59.36520769377187,80.59667366663975,58.719078965080904,6.148382431049642,4.528722878932897,6.216037554285523,0.3046874761260119,-0.08532188224857665,NVDA
2007,FY,1.4520764926980634,0.21237860385269627,0.2778083088325759,0.2090762910237039,0.5289425986372167,0.949630944325629,0.7854682843973726,0.949630944325629,0,10630237599.480001,10085823599.480001,23.684118403418637,3.4640048408564867,18.1060099359065,24.058203708184816,5.296794539032218,5.296794539032218,3.286600270753341,16.733124067982203,17.17873383309119,22.826093626823283,0.042222386451828284,0.04156586302658129,0.3330199175950798,0.24982366219695035,-0.9032229164523696,3.1805694051568003,0,1.308080493010779,0,0,0,0.18035461101528918,0.12968295079773465,-0.2474080710461906,-0.047333606841305526,-1.3504397463788327,0,2.130218091640356,0.22266722187957905,0.19277103259121248,0.4806812295757109,1392963000,1659983000,1363426000,0,418433000,225735000,304736000,61.69186296403348,56.159101679445264,73.20963037274886,5.916501503817383,6.499391711844161,4.985682869065073,0.22364330598295198,-0.06873201780887199,NVDA
2006,FY,1.1672632665706517,0.14867174117573032,0.21933683195777537,0.18022639526345333,0.4668557798441051,0.7162496702734691,0.6372731203567362,0.7162496702734691,0,7756181358.211201,7204425358.211201,25.632981559659736,3.2648161808399845,17.37464686612068,21.145071422136922,5.320630721609927,5.320630721609927,3.0325650467469836,15.723388924026732,16.138656471683305,19.640862135534668,0.03901223888733116,0.04729234439724299,0.31386802729674923,0.23888854951628963,-1.2041868362585606,3.531061713084651,0,1.4753094987871216,0,0,0,0.14820933902487995,0.08392318901644077,-0.17831221662694216,-0.03350609739414325,-0.8124355716137461,0,1.5478814314773066,0.23031815472965653,0.17245681398366886,0.42189474610282773,1110273000,1297018000,1091389000,0,307232500,208809000,285155000,48.886023285053966,44.698977808602955,63.48528082616329,7.4663467280144316,8.165734830959614,5.749364187258626,0.20756971674271962,-0.03911043669432206,NVDA
2005,FY,1.0091803154122112,0.050385889054312974,0.06637385440810889,0.032604022174040716,0.33641050890227925,0.5915748009510865,0.5234833598869252,0.5915748009510865,0.00042977321765008474,3804238916.8399997,3596582916.8399997,37.907438686675434,1.89262510458286,28.776391201512855,58.581729266542446,3.2286703168039868,3.2286703168039868,1.7893153579269592,15.771581186097297,27.205619643267774,55.38402064768474,0.02638004662529475,0.01707016867750823,0.3821439604572135,0.27648636566830576,-0.9106041869480184,3.098438583327793,0,1.3173103750647694,0,0,0,0.16671567083724495,0.08327786429038106,-0.5087821482602118,-0.03346263469306225,-0.6555844712808366,0,0.8189371169272378,0.094082227633388,0.06722150959699648,0.30111500684912906,883770000,1042647000,854658000,0.0007264900684733863,246455000,211782500,274878000,53.80102465979414,63.90914463079923,84.64541835011948,6.784257406026077,5.711232752505006,4.312105806958716,0.08517247349499435,-0.03376983223406817,NVDA
2004,FY,0.9444709257742929,0.0385566113213493,0.025738256859430934,-0.040373594026088304,0.31295571255165744,0.5446207483550245,0.4674899102541106,0.5446207483550245,0.002523673440200654,3578833955.348,3369282955.348,48.09032579513297,1.963215541526486,72.04062070429566,-45.926057482072736,3.404570989262594,3.404570989262594,1.8482636367789484,19.894089875166067,67.8224355921736,-43.23695500023099,0.020794203064043414,-0.021774131175756824,0.33120621013427703,0.2488015813123864,-1.2373037476160391,3.1507757877597933,0,0.6675445786694258,0,0,0,0.14809662386961758,0.10638699276232291,-2.568621925198277,-0.06999882058975998,-1.5431985294117647,0,0.6873655770527128,0.08463602295086892,0.0595127279939095,0.26965963629239076,718600000,902313000,704553000,0.004633818024420059,175566000,163235500,189642000,39.37053229801228,52.276914564701826,66.0683488567439,9.270893195884677,6.9820494005675995,5.524581835568951,0.07079534049667756,-0.06611185088551924,NVDA
2003,FY,1.037046657148101,0.04931417285862892,0.14394248682329255,0.1096595262911806,0.5585450990876678,0.5065550054625715,0.46502256443709533,0.5065550054625715,0.16866719089730464,1411187576.4567564,1374749576.4567564,15.541884563230393,0.7390556409561283,5.324593167831645,6.989225722760037,1.5130344654281196,1.5130344654281196,0.7199726289636509,6.584901191517851,5.187107883035846,6.808758284458624,0.06434226145044467,0.14307736502822535,0.7337166702227006,0.42320448480688183,-0.1745340633127847,3.562021673589003,0,2.9188867718807474,0,0,0,0.1177686523899328,0.04729145988132454,-0.23817123969935705,-0.03305826241838605,-1.0842895423938437,0,0.7497050585331286,0.11634602409404905,0.0589395693988617,0.28919917280929247,972154000,856216000,667274000,0.3329691525667239,150750500,177564500,179523000,29.53361104026454,38.6311181272428,39.70331512222193,12.358800266664941,9.448341588192363,9.193186988955228,0.09735205915810985,-0.03428296053211195,NVDA
2002,FY,0.798375307115746,0.10314329608742809,0.09374681145935522,-0.0001568218367633456,0.4611378173970497,0.44539733564013395,0.3981758903693868,0.44539733564013395,0.17839212657837827,8920690984.944405,8897690984.944405,50.421033805161564,6.513968521381179,55.47486402835966,-33162.42001838069,11.67629710071257,11.67629710071257,6.497173715211497,30.034805482418005,55.33183453941025,-33076.91815964463,0.01983299279154468,-3.0154614755067256e-05,0.9672774869109948,0.4916833000665336,-0.07763817908089898,2.8498845265588915,0,0.9088987361805069,0,0,0,0.11239376372336471,0.05389221556886228,-1.001672823153365,-0.11761840886006349,-3.703128951421937,0,1.0166830177079988,0.2259177570093458,0.12441912798874824,0.1569675819647985,801000000,683000000,495000000,0.4005235602094241,126000000,143000000,152000000,39.179361958011526,91.86893475082712,91.86893475082712,9.31612925170068,3.9730514018691587,3.9730514018691587,0.2315759162303665,-0.09390363329611856,NVDA
2001,FY,0.4679661981947797,0.06360591290882146,0.04322136885963313,0.020099409924858477,0.428974106692673,0.2590392602728752,0.24376421789806196,0.2590392602728752,0.19093802968516602,3068225982.9326916,2695225982.9326916,30.70160183848516,4.172958261158837,45.181433726497104,97.15725088450574,7.538638778704403,7.538638778704403,3.6656574821189283,16.555442155606215,39.688789158030474,85.34597792693766,0.03257159040954264,0.010292592584661904,1.4987714987714988,0.599803343166175,-2.291154791154791,3.01294498381877,0,0.6795180964007325,0,0,0,0.11756049527788658,0.02359882005899705,-0.5349659102622627,-0.04940946381163772,-2.2940767870674414,0,0.6088675095206229,0.1840268361581921,0.10064149043303122,0.11949538357796641,622000000,383000000,321000000,0.7371007371007371,86000000,68500000,64000000,52.12413500456979,59.15428283310299,73.94285354137874,7.002514285714286,6.170305555555555,4.936244444444444,0.24554545454545454,-0.023121958934774655,NVDA
2000,FY,0.26224829396490656,0.026680000000168062,0.011134173228416594,0.0030111286089428524,0.043416272966152754,0.08753280839950152,0.08683254593230551,0.08753280839950152,0.0007002624671960121,1012027431.9966235,953027431.9966235,26.562399789937626,2.702342942581104,63.64952402494487,235.35521674340083,8.096219455972987,8.096219455972987,2.544799551392853,14.461721274607337,59.93883220104551,221.63428651084268,0.03764720085189066,0.004248896684071649,0.624,0.38613861386138615,-0.8952959028831563,2.276315789473684,0,0.41732283464566927,0,0,0,0.12656875834445927,0,-0.7295597484276729,-0.030974632843791722,-1.1958762886597938,0,0.22922902277537144,0.43174603174603177,0.18861386138613861,0.03728897637818765,97000000,124000000,95000000,0.008,43800000,50350000,33300000,65.3004005340454,105.02434705621957,61.39884904825144,5.58955223880597,3.4753846153846153,5.9447368421052635,0.3048,-0.00812304461947374,NVDA
1999,FY,0.21655795857649618,0.005864515390776977,-0.0027177022542625015,-0.014017622153564481,0.07194759125758096,0.09182972880192242,0.09182972880192242,0.09182972880192242,0.012015104703055269,259091531.555976,217191531.555976,63.193056477067316,1.711304699841321,-136.36396397682947,-26.437911383262858,4.0356936379435515,4.0356936379435515,1.4345543695903302,19.744684686906908,-114.31133239788211,-22.162401179181224,0.015824523385142775,-0.03782447053034127,0.764797507788162,0.4333627537511033,-3.809090909090909,2.1464968152866244,0,-0.4634146341463415,0,0,0,0.16578599735799207,0,4.157894736842105,-0.05217965653896962,-1.2153846153846153,0,0.11007760581752934,-0.03474320241691843,0.03618711385701677,0.04426993935232864,54000000,64200000,52000000,0.1308411214953271,,,,49.663143989431966,126.26453488372093,101.15310077519379,7.349514563106796,2.8907563025210083,3.6083916083916083,0.06386292834890965,-0.01129991989930198,NVDA
2022,FY,15.349074975657254,1.950827653359299,3.7568159688412854,-2.3410418695228823,6.898247322297955,24.689143135345667,16.961295034079843,24.689143135345667,10.346397273612464,108574440000,139437440000,13.548095832293486,1.721927871348368,7.035212855569235,-11.289845066028906,1.070511028070556,1.070511028070556,2.211397215085482,6.547588279489106,9.035018466921532,-14.499057918269731,0.0738111106076163,-0.08857517478330995,0.7771117005018585,0.43281549452782214,1.4492392937640872,1.5676255636759446,4.709677419354839,1.9250343021080205,0.055233994299210755,0.7483154479660594,0,0.27798395026485234,0.18456038615508805,-1.623145208319834,-0.3972785231706157,-1.9217491369390103,0.049608272274558315,32.91953707510193,0.015578733961106516,0.053968510512209245,-9.92386806231743,18252000000,69677000000,-28410000000,0.4141762716543585,6795000000,7671000000,12000000000,23.924651885685286,96.77724660108323,133.38012600862163,15.256230341156545,3.7715476810838977,2.73653962492438,0.07901560789958885,-6.097857838364168,INTC
2021,FY,19.468834688346885,4.8948016752894805,7.3887657058388765,2.380389258438039,7,23.50110864745011,15.067257945306725,23.50110864745011,9.533875338753388,208267290000,241541290000,10.48254932554862,2.635494153674833,6.944326297889368,21.555298074932725,2.183301254835362,2.183301254835362,3.0565561095363436,7.084984453830811,8.053792471074656,24.999098530324986,0.09539664149852817,0.046392306732372615,0.7654286043756748,0.43356531239979573,0.9760061011380969,2.1017405869929355,32.58961474036851,1.5095127843768874,0.027099790850497935,0.2840748943023958,0.08279763109941284,0.19222008503745697,0.20327660534660286,-0.677836684338635,-0.2572509617331444,-1.7239654002713705,0.02576432476209759,50.87483154292233,0.1380406402542854,0.14807748205674764,-7.9135870904163585,30256000000,61158000000,-15297000000,0.39941923242234595,8119500000,5664000000,9601500000,43.68046416278599,59.577238774177054,111.711210201937,8.356138310246378,6.126500783017226,3.267353377876763,0.2082796070908157,-5.008376447400837,INTC
