Index,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare,Company
2012,FY,11.15669653383636,2.70293798632398,1.658755010610705,1.235420891299222,6.360766328696062,9.58946710681443,9.214293798632397,9.58946710681443,1.8445437396840367,20590080446,19581974446,17.961958522780805,4.351651929651035,29.26897564102929,39.298396475182365,5.062852759096441,5.062852759096441,4.138591741192906,14.39873295543534,27.835944330881706,37.37431709234992,0.05567321618807433,0.025446330886083803,0.8221472755737611,0.45119694033232405,-0.7412658577816275,2.7953264250343794,50.7780167683596,0.6136859295342646,0.009173932102664307,0.16478178791886355,0,0.12452185380915999,0.021471084591304368,-0.25521196114164196,-0.03794439671524478,-0.9620405101275319,0.0039551479376230434,24.149410665920886,0.2172673991091611,0.15808274495002114,2.414257250648432,3745559000,3907782000,2488257000,0.1867494423875917,973997000,316615000,1740798500,76.25560941381849,25.298322120325803,248.61333940750424,4.786533119409538,14.427834315017385,1.4681432656424176,0.2818652961855648,-0.4233341193114831,ASML
2011,FY,17.24317696504023,4.476180183034686,6.317597274746643,5.399457949397097,8.33557046734121,10.50925306901323,10.038097085167463,10.50925306901323,2.3498450808855913,13728384090.95586,11732970090.95586,9.358390202156746,2.429357470083951,6.630660193464124,7.7581566817605125,3.98599600684402,3.98599600684402,2.0762515346225707,6.350532130243267,5.666896935412695,6.630512353454091,0.10685598467240004,0.12889659760945638,1.1081563135678603,0.5256518724137718,-1.0800283834274125,2.55562098697651,48.647360464771616,1.411381360091618,0.012575769941761537,0.11768896220755849,0,0.10445343198192897,0.021266207719105912,-0.14533046115801473,-0.05324652917562889,-1.8215818627599358,0.0021995970649624362,32.53351321845373,0.32643001185614384,0.2064278633148547,1.3640806373961456,3473767000,3289744000,1890148000,0.21380228642505533,1092351500,499833000,1560903500,61.97275366370939,50.6483963712404,185.21380571549935,5.8896850377287695,7.20654603404694,1.9706954273196247,0.4259275282115724,-0.9181393253495467,ASML
2010,FY,13.455446874431017,3.0499631372993816,2.8058872866962963,2.4216555680586938,5.819930930939894,8.27965507257624,7.817193838108571,8.27965507257624,2.1889608897193362,12541492475.864813,11301718475.864813,12.273680761645705,2.7820907199399842,13.341332012689579,15.458133012701293,4.52123591548992,4.52123591548992,2.5070705222354017,7.974298774730547,12.022490847132074,13.930038056333892,0.0814751515392939,0.06469086526673967,1.2280327970502267,0.5511735727930324,-0.8747632769525594,2.2935468518649085,53.675764988627094,0.9199741637470396,0.006933784010742595,0.08510305141805798,0,0.11611206720234396,0.02506925974191139,-0.13693768828825761,-0.028555849703345522,-0.8500039618604897,0.0026861505193727154,23.83662019080108,0.31076803273515347,0.1695848306699233,0.6294753855659395,2788649000,2618971000,1538015000,0.25597820836163276,812107500,380811500,1230281000,99.20420267536954,79.41180122909721,214.0698645548675,3.679279608691642,4.596294182359645,1.7050508288916497,0.36836838135943945,-0.38423171863760236,ASML
2009,FY,4.791348175419463,-0.4530737341666228,0.29348550967080145,-0.021599241459856557,3.113274737698301,5.327816896070424,4.878750804342843,5.327816896070424,2.1386251024613077,10293694756.304028,9919722756.304028,-68.20404012790478,6.449428848550482,105.29126013976544,-1430.6733504244653,5.8000227389180035,5.8000227389180035,6.215119801852451,552.507672736105,101.4660074905285,-1378.6966999727626,-0.014661888036613,-0.0006989715714654996,1.100272824391695,0.5238713807147263,-20.829453046674836,2.632601970943429,-3.346916009167799,-0.6477654464137816,0.008401842297396135,-0.5730395891999337,0,0.2924452230269106,0.040131487698045094,-1.0735955975614746,-0.0657611886247598,-0.7486323207395097,0.008391899317257527,7.369709130034894,-0.06149567309537749,-0.042182482663747266,-0.40442665871742534,1704714000,1625178000,796155000,0.3736274262326118,434801556.28999996,200187671.75,982450842.38,91.24456866677568,66.16367121953535,309.08270492963254,4.00023810001203,5.516622540319843,1.1809136977855097,-0.08503928400782525,-0.315084751130658,ASML
2008,FY,8.90839780025359,0.9722792292041399,0.846740037743638,0.0631586500751924,3.345337820304898,5.998197812048477,5.521225830802346,5.998197812048477,2.1627639105947574,5578962068.201446,5185936704.001446,17.265140425493446,1.8843497788706909,19.82490100471941,265.7836639164246,2.7985968370834944,2.7985968370834944,1.7516015635096216,12.06449660057628,18.428281195809205,247.05980094116705,0.057920177615434575,0.0037624584794438273,0.9808203441426846,0.49515865840281026,-0.9143291638466232,2.94864829905575,0,0.870881545455556,0.019375740544306717,0.3345248813453822,0,0.182255416757045,0.040144587167979806,-0.925409633110659,-0.08795985599634314,-2.1797520412703375,0,11.45505437654183,0.09793256117132862,0.08525489381493358,0.03093576430867159,1969566162.2,1834965049.6799996,1025049629.8,0.36056895393653915,554795805.015,238774042.01,1052733272.175,58.01805359230311,36.47619313488486,188.1624979571191,6.291145210849028,10.006526685783,1.939812682988408,0.1620952258778694,-0.7835813876684458,ASML
2007,FY,10.713813503689426,1.9349019888970345,1.8855401312311648,1.3815849407876848,3.5771117592113213,5.3661261021194,4.897857849241497,5.3661261021194,1.6968632191219377,9909320987.244596,9239853568.294598,14.383704079949153,2.5976798665028147,14.760257377193925,20.14429718387973,5.186433770352112,5.186433770352112,2.4221822680574157,9.364073432888976,13.763063783196182,18.783361287301855,0.06952312105711335,0.04964184110628788,1.1323735242900062,0.5310390095314285,-0.6784676862721656,2.5440298989216172,0,0.9744887038469541,0,0,0,0.12764037056974578,0.04092329168110236,-0.2672736485934256,-0.0470378908751713,-1.417972899728997,0,15.284498078851664,0.2987301677784566,0.1763118372883641,0.3968784856364775,2017776042.14,1743895119.6099997,1161061312.1,0.31621754443149336,655870891.52,305196749.22,956213546.68,61.13954458023947,45.93522138470366,178.9353167172467,5.969949604727172,7.945972371465359,2.039843261220324,0.36057706287089064,-0.5039551904434799,ASML
2006,FY,11.06748245717358,1.9220289940540005,1.4691825371104266,1.2515352762638465,5.094700397961845,6.634927592630561,6.57931110713858,6.634927592630561,1.1963687208427023,8847760750.112526,7580743197.522526,14.1634675284379,2.4596917457370986,18.52907624367842,21.75136071854596,4.102922732154038,4.102922732154038,2.107458824455857,7.922274579725422,15.87567438335796,18.636521088330614,0.07060417923733474,0.04597413527087368,0.832190068546697,0.4542050974038925,-1.3240998524036665,2.899949269799369,0,0.7643914538518919,0,0,0,0.1074661429337553,0.004575060369241909,-0.14814174232879626,-0.0196654715007484,-0.8122303034521159,0,16.93906054496261,0.31435784345508094,0.1588344504874951,2.3693894513126192,2244623286.6400003,2138376964.0800002,1631456592.6200001,0.18031375687829862,487551815.365,335347814.20500004,792545040.365,68.2654833386625,55.90086472594537,138.2124425145508,5.346772367951292,6.5294159900641375,2.640862091425476,0.28968349197793886,-0.21764726084657995,ASML
2005,FY,7.626710520455246,0.9392959308918755,2.1456793135423813,1.9265557900432981,5.743809727965077,5.162458276193168,5.087236730094148,5.162458276193168,1.153695174361569,8209383659.409101,6688487529.5291,26.37740581764752,3.248607625207346,11.547014409667804,12.860354255011307,4.799300764571047,4.799300764571047,2.6467604013888235,12.73621821739086,9.407778352987219,10.477804744986296,0.037911233838278394,0.07775835565418651,1.1941475617226214,0.5442421387489081,-2.8960904704715325,2.257646008747136,0,2.2843485668090002,0,0,0,0.12806578746902805,0.006640791873938334,-0.1021231467890344,-0.028731066022682016,-0.802600263199649,0,10.445296126731634,0.19225573235172097,0.08347832624843939,1.4353491562108178,1784480424.4699998,1685613412.09,1160751477.8299997,0.2234778689993233,402561820.21,343337798.32500005,746883794.6800001,43.66953310221875,80.74888061506255,182.45626124615708,8.358229961965295,4.520186499426401,2.00047944371483,0.18194741354588123,-0.21912352349908318,ASML
2004,FY,7.4462142531977245,0.7111629599096979,0.7589047073014423,0.5324435613394908,3.7093388989627694,4.203075345846782,4.1069742317830995,4.203075345846782,2.4686019662103664,5672969877.290899,5262476038.410899,24.1109551672619,2.3027564961129636,22.594165088225182,32.204010881196545,4.079588594561698,4.079588594561698,2.136129954012113,11.62412677432729,20.95926030925196,29.873741491458727,0.04147492262595263,0.031052032732478228,1.330957993999143,0.5709918400183888,-0.9067276294263722,3.298334696649329,0,1.067131937520771,0,0,0,0.13424272367948256,0.009809046644234588,-0.2984052461174148,-0.03041292370343754,-0.8311198396137637,0,8.20086024955353,0.1558913465778837,0.07330752413751257,0.3388037518731176,1867490032.96,1358779265.8400002,829234940.1599998,0.5873323133856463,408363629.385,281371586.72,655567927.025,74.49197957839262,80.32010520531556,167.94877559433573,4.899856361259502,4.544316756893944,2.1732816968051183,0.16920062130516525,-0.22646114596195152,ASML
2003,FY,4.665859976381125,-0.48455897276224885,1.5404276585996164,1.3243651259338534,3.108501236826406,3.45146989532686,3.4401584513582755,3.45146989532686,2.6011846588019694,7679842425.053084,7512394202.533085,-48.01801266698726,4.986767500478334,15.104609919268944,17.56883991912221,6.741347772873019,6.741347772873019,4.878038009968009,-100.2192299419012,14.775275026330426,17.18577593767925,-0.02082551826822078,0.05691895450146277,1.5038686856366204,0.5983459807587569,2.233846023473581,3.1314888795169,0,-4.09082661998735,0,0,0,0.18585130719880963,0.0050867941355583635,-0.14026139524278775,-0.046307118893298325,-0.4933669517641437,0,6.134322774967643,-0.07105805800550657,-0.05614354310510385,-0.46890109081190384,1460753964.13,1135481162.6899998,432845603.75,0.7536454721288052,435121100.495,216525378.51999998,661760241.635,74.40713441253006,68.44875248662507,184.9995358751565,4.905443582551602,5.332456571379022,1.9729779227463224,-0.14039206119639652,-0.21606253266576286,ASML
